Anid;Al;Alternate ID;As;Ba;Ca;Ce;Co;Context;Country;Cr;Cs;Dy;Eu;Exterior Decoration;Fe;Hf;Interior Decoration;Investigator;K;La;Latitude (copie);Latitude;Longitude (copie);Longitude;Lu;Material;Mn;Na;Nd;Ni;Nombre d'enregistrements;Period category;Period (groupe) null or not;Period;Rb;Sb;Sc;Site Name;Sm;Source/Excavator/Museum;Sr;State/Province;Ta;Tb;Th;Ti;U;V;Vessel Form;Ware;Yb;Zn;Zr
KJV1008;96547,3;ID = 73-H-II-10-1-D.3;9,691;449,5;19211,7;54,9556;15,2936;;Peru;16,6774;11,0972;4,7331;1,2752;;49251,1;4,8949;;Vaughn, Kevin;29549,4;30,2945;;;;;0,3669;pottery;586,18;17555,7;29,6428;162,14;1;Autre;Null, ?, n/a;;117,13;1,572;19,5289;Higosnoc;6,5032;;245,81;Ica Department;0,6062;0,746;16,4632;3417,2;2,2087;152,35;;;2,9617;62,97;148,33
KJV0923;89432,7;ID = 10-SL-I-B-1-B.14;8,5588;504,4;20355,4;56,089;7,2341;;Peru;23,7863;7,2793;3,844;1,0488;;30302;4,7992;;Vaughn, Kevin;21489;26,7617;;;;;0,3745;pottery;376,91;18139,6;23,9702;0;1;Autre;Null, ?, n/a;;91,87;1,6419;13,1505;Santa Luisa;4,8772;;288,83;Ica Department;0,7426;0,62;14,1705;2853,1;2,673;134,35;;;2,39;51,87;158,52
KJV0924;85263,5;ID = 11-SL-I-16-1-A.1;15,4239;497,1;29015,5;53,4466;14,8611;;Peru;25,62;8,1733;3,6308;1,0374;;42692,3;6,2464;;Vaughn, Kevin;22429,8;26,3017;;;;;0,361;pottery;996,81;16523,3;22,2405;0;1;Autre;Null, ?, n/a;;99,51;1,6501;15,3421;Santa Luisa;5,0817;;400,27;Ica Department;0,6352;0,5253;15,2842;3808,2;3,0284;132,94;;;2,2606;88,41;167,4
KJV0925;89575,8;ID = 12-SL-I-16-1-B.14;10,0479;424,4;19457,6;57,3689;14,7057;;Peru;28,6515;9,564;3,8153;1,0291;;42428,6;6,0468;;Vaughn, Kevin;19625,2;28,1545;;;;;0,3672;pottery;992,54;16782,2;25,8724;0;1;Autre;Null, ?, n/a;;94,68;1,4208;17,1586;Santa Luisa;5,3629;;320,01;Ica Department;0,6835;0,6192;16,4689;3501,1;3,2417;117,12;;;2,4194;112,98;135,15
KJV0926;95845,1;ID = 14-SL-I-17-1-B.14;43,519;650,1;16581;57,6078;8,7035;;Peru;8,4288;7,8652;2,4954;0,998;;28397,3;5,134;;Vaughn, Kevin;19236,9;28,9463;;;;;0,2743;pottery;974,8;21054,2;21,8737;0;1;Autre;Null, ?, n/a;;105,53;1,0925;7,3647;Santa Luisa;4,2596;;392,54;Ica Department;0,942;0,4593;13,319;3711,5;3,3037;85,44;;;1,7481;69,78;144,2
KJV0927;79726,6;ID = 14-SL-I-17-1-B.24;16,4096;480,2;21777,9;94,8918;15,0667;;Peru;24,8299;7,5688;3,669;1,0176;;42904,7;4,495;;Vaughn, Kevin;31698,1;53,071;;;;;0,338;pottery;967,36;18161,2;32,4674;0;1;Autre;Null, ?, n/a;;92,43;1,6481;15,255;Santa Luisa;5,9354;;252,27;Ica Department;0,5831;0,6314;14,4559;3004,7;2,8587;117,17;;;2,2937;85,27;119,8
KJV0928;87817,8;ID = 14-SL-I-17-1-B.1;12,6822;404,3;22455,3;54,8029;13,4134;;Peru;23,3069;8,2568;3,8326;0,9912;;37447,5;4,3954;;Vaughn, Kevin;23202,9;26,3814;;;;;0,3653;pottery;808,4;20736,3;23,0716;0;1;Autre;Null, ?, n/a;;97,67;1,2996;14,8711;Santa Luisa;4,9626;;324,75;Ica Department;0,613;0,5648;13,6943;3194,8;2,9312;99,19;;;2,2931;87,57;105,11
KJV0929;91329,9;ID = 14-SL-I-17-1-B.7;10,3356;464,2;22470,9;55,9808;13,292;;Peru;24,4054;8,9755;3,8915;1,0059;;36926;5,2659;;Vaughn, Kevin;21773,5;27,0976;;;;;0,3557;pottery;670,83;18054,4;23,0751;0;1;Autre;Null, ?, n/a;;108,08;1,4482;15,0179;Santa Luisa;5,0638;;390,52;Ica Department;0,7354;0,6119;14,4469;3466,2;3,711;116,23;;;2,3169;88,42;141,16
KJV0930;100479,2;ID = 14-SL-I-17-1-B.21;15,8032;831,8;10893,6;82,5057;12,3174;;Peru;21,4262;7,8854;6,9692;1,5045;;37575,7;6,3701;;Vaughn, Kevin;35020,9;50,7099;;;;;0,534;pottery;782,69;16491,5;43,3354;0;1;Autre;Null, ?, n/a;;139,35;1,9099;14,8667;Santa Luisa;8,6952;;155,77;Ica Department;0,8282;1,0403;22,101;4447;3,858;133,87;;;3,6337;70,88;186,95
KJV0931;84430,4;ID = 18-SL-I-20-1-B.3;6,9396;450,2;20355,3;49,1687;8,9859;;Peru;20,8283;5,5024;3,5788;0,953;;28208,2;4,1256;;Vaughn, Kevin;24741,3;23,9171;;;;;0,3489;pottery;458,74;19664,6;21,4596;0;1;Autre;Null, ?, n/a;;81,86;1,16;13,1376;Santa Luisa;4,5043;;278,23;Ica Department;0,6882;0,578;13,131;3032,1;3,1914;103,23;;;2,2734;58,58;87,21
KJV0932;81131,8;ID = 18-SL-I-20-1-B.5;10,6774;444,2;25713,8;52,8935;12,4617;;Peru;15,8886;12,0851;4,5506;1,2338;;42246,6;5,7041;;Vaughn, Kevin;26121,6;25,2259;;;;;0,3717;pottery;715,94;21325,5;29,6004;0;1;Autre;Null, ?, n/a;;116,43;2,2665;16,6434;Santa Luisa;6,3098;;317,12;Ica Department;0,5661;0,7151;15,4645;5838,6;2,6054;141,05;;;2,63;72,85;139,65
KJV0934;94048,5;ID = 18-SL-I-20-1-B.16;13,833;740,7;22938;59,7444;16,5147;;Peru;40,1608;13,0864;4,9447;1,134;;40438,6;4,9009;;Vaughn, Kevin;27415,7;28,4958;;;;;0,3592;pottery;1071,94;15107,4;25,1075;0;1;Autre;Null, ?, n/a;;127,94;2,0545;15,1807;Santa Luisa;5,3901;;309,63;Ica Department;0,8038;0,6354;12,4274;3452,4;3,1574;129,56;;;2,4294;108,53;149,77
KJV0936;92151,3;ID = 18-SL-I-20-1-B.23;48,5266;553,3;10828,1;73,2103;16,3097;;Peru;17,9758;15,3574;5,9764;1,108;;52906,4;8,669;;Vaughn, Kevin;31617;35,9983;;;;;0,6586;pottery;682,89;16112,6;34,0219;0;1;Autre;Null, ?, n/a;;205,19;4,1865;11,9941;Santa Luisa;7,6082;;191,89;Ica Department;0,9143;0,9366;34,7564;3457,3;7,6876;111,65;;;4,0418;82,24;239,73
KJV0937;79535;ID = 18-SL-I-20-1-B.2;6,4694;433,6;23670,8;48,0877;12,5217;;Peru;31,576;8,58;3,7663;0,9872;;39905,1;6,9036;;Vaughn, Kevin;30989,8;23,7343;;;;;0,3422;pottery;722,45;20468,3;24,0087;0;1;Autre;Null, ?, n/a;;95,29;1,2882;14,6608;Santa Luisa;4,6604;;385,33;Ica Department;0,6603;0,583;11,5299;4041,2;3,2722;117,36;;;2,1911;80,16;173,7
KJV0938;98934,1;ID = 18-SL-I-20-1-B.1;12,7979;506,6;17158,1;71,4109;14,8727;;Peru;20,402;8,4024;6,3236;1,6447;;48990,6;7,794;;Vaughn, Kevin;41359,4;43,7044;;;;;0,4819;pottery;690,39;20863,9;43,8139;0;1;Autre;Null, ?, n/a;;128,97;2,0866;16,2947;Santa Luisa;8,7489;;401,65;Ica Department;0,8145;1,2021;21,9767;5057,9;3,2011;150,14;;;3,4485;64,69;185,81
KJV0939;98343,1;ID = 21-SL-II-32-1-B2.30;17,3694;541,5;17740,6;61,191;16,1854;;Peru;13,1716;7,2728;7,1226;1,7108;;50707,7;5,9882;;Vaughn, Kevin;33262,5;33,8714;;;;;0,5175;pottery;856,31;15481,8;41,3903;0;1;Autre;Null, ?, n/a;;101,12;2,8634;21,9683;Santa Luisa;9,5171;;257,18;Ica Department;0,6508;1,1127;29,867;4428,5;4,0863;171,39;;;3,6948;80,01;197,77
KJV0940;92212,6;ID = 21-SL-II-32-1-B2.16;8,0074;448,6;20752;55,0373;15,1767;;Peru;30,3161;9,3575;4,0447;0,9999;;42585,9;5,8367;;Vaughn, Kevin;20270;26,4045;;;;;0,3394;pottery;1031,97;16494,5;26,1769;0;1;Autre;Null, ?, n/a;;95,87;1,3356;15,9914;Santa Luisa;5,0663;;350,79;Ica Department;0,7139;0,5141;16,1335;4176,5;3,2081;112,88;;;2,2722;87,57;138,48
KJV0941;80160,3;ID = 21-SL-II-32-1-B2.85;7,0746;478,8;23316,5;57,9236;11,4921;;Peru;22,0892;5,7214;3,4564;1,0156;;42633,1;5,6863;;Vaughn, Kevin;19816,5;29,4895;;;;;0,3498;pottery;569,78;18491,9;24,939;0;1;Autre;Null, ?, n/a;;82,12;1,3124;11,9247;Santa Luisa;4,6649;;324,63;Ica Department;0,5993;0,5361;12,2525;2373,5;3,3601;114,28;;;2,2569;60,63;147,24
KJV0942;83389;ID = 21-SL-II-32-1-B2.26;6,5373;497,7;19468,6;47,8263;11,3726;;Peru;21,5535;6,6274;2,9735;0,9323;;35140,1;3,8367;;Vaughn, Kevin;24696,8;23,4738;;;;;0,3104;pottery;656,01;18984,5;19,7103;0;1;Autre;Null, ?, n/a;;87,31;1,467;12,4568;Santa Luisa;4,2607;;267,96;Ica Department;0,5973;0,4886;12,0238;2702,6;3,0753;111,08;;;2,1242;71,03;87,72
KJV0943;79719,2;ID = 21-SL-II-32-1-B2.148;8,3281;531,3;18931,9;53,5818;15,6236;;Peru;25,7005;8,0378;3,2834;1,0335;;41034,1;5,3984;;Vaughn, Kevin;25537;25,5245;;;;;0,353;pottery;937,87;19463,8;25,6995;0;1;Autre;Null, ?, n/a;;102,7;1,3235;15,6004;Santa Luisa;5,0934;;339,62;Ica Department;0,681;0,5612;14,0827;3886,6;2,7088;87,08;;;2,3437;125,87;133,88
KJV0944;101576,6;ID = 21-SL-II-32-1-B2.104;24,1529;576,4;17482,6;56,7244;17,1917;;Peru;19,3371;13,5405;4,3213;1,256;;55790,1;7,3815;;Vaughn, Kevin;30803;29,0305;;;;;0,3552;pottery;840,84;14569,6;28,9606;0;1;Autre;Null, ?, n/a;;126,51;3,1277;19,7289;Santa Luisa;6,2772;;225,11;Ica Department;0,8319;0,6357;21,9236;5231,9;3,3388;203,41;;;2,5493;95,68;174,71
KJV0945;74381,3;ID = 21-SL-II-32-1-B2.181;4,7508;374,2;18400,9;49,9775;11,201;;Peru;27,2207;5,2043;4,125;0,929;;46559,9;5,6561;;Vaughn, Kevin;26434,9;24,0868;;;;;0,3814;pottery;477,61;19021,2;23,8453;0;1;Autre;Null, ?, n/a;;82,07;1,1034;13,4911;Santa Luisa;5,2475;;199,31;Ica Department;0,736;0,6552;13,716;3070,7;2,612;152,52;;;2,6948;66,85;127,92
KJV0946;77749,9;ID = 21-SL-II-32-1-B2.21;7,7358;400,3;23270,3;53,1482;11,1619;;Peru;36,5483;5,1545;3,4023;0,9042;;41388,8;7,5759;;Vaughn, Kevin;21873,9;26,0998;;;;;0,4106;pottery;726,08;19423,3;21,4868;0;1;Autre;Null, ?, n/a;;86,49;1,4629;16,1192;Santa Luisa;4,7615;;236,82;Ica Department;0,7842;0,6772;16,1871;3410,9;3,2294;162,04;;;2,4747;72,08;194,76
KJV0947;89007,1;ID = 21-SL-II-32-1-B2.107;11,9405;762,2;20144,2;68,0522;15,1778;;Peru;17,7473;8,97;5,4963;1,5197;;48197;10,1673;;Vaughn, Kevin;27008,8;40,3742;;;;;0,4739;pottery;768,53;15706;39,938;0;1;Autre;Null, ?, n/a;;127,87;2,2724;16,9407;Santa Luisa;8,14;;242,85;Ica Department;0,8309;0,9137;18,1216;4844,6;3,1772;157,53;;;3,277;65,51;227,88
KJV0948;85927,8;ID = 21-SL-II-32-1-B2.2a (potter's plate);4,8887;505,6;17329,4;43,1155;8,3966;;Peru;23,3545;5,3804;3,4147;0,7948;;25465,7;5,3514;;Vaughn, Kevin;30309,1;21,6169;;;;;0,3646;pottery;394;19861,5;17,5313;0;1;Autre;Null, ?, n/a;;88,58;1,3481;13,3653;Santa Luisa;4,0348;;199,39;Ica Department;0,7088;0,4452;18,1388;3351,5;3,1837;104,87;;;2,245;60,38;129,06
KJV0949;92991;ID = 21-SL-II-32-1-B2.43;18,6747;592,3;12689,7;54,2964;15,8408;;Peru;10,785;7,3233;4,2359;1,0878;;53785,9;5,4402;;Vaughn, Kevin;29879;26,0627;;;;;0,3031;pottery;953,31;11603,4;25,2591;0;1;Autre;Null, ?, n/a;;125;2,4475;15,0037;Santa Luisa;5,1195;;182,14;Ica Department;0,6511;0,6131;16,5806;3562,7;2,8745;162,97;;;2,4394;98,33;117,85
KJV0950;82541,5;ID = 21-SL-II-32-1-B2.105;10,4323;594,7;18726,4;49,0908;8,5634;;Peru;28,0076;8,9451;3,315;0,9513;;27832,7;6,1828;;Vaughn, Kevin;22807,4;24,2809;;;;;0,3278;pottery;484,4;16280,6;21,715;0;1;Autre;Null, ?, n/a;;103,62;2,2011;12,5079;Santa Luisa;4,2057;;269,61;Ica Department;0,751;0,5152;10,6457;3023,8;2,7921;93,84;;;2,1409;69,71;156,83
KJV0951;82014,6;ID = 21-SL-II-32-1-B2.3a (potter's plate);6,0438;417,5;21480,8;51,0215;11,9243;;Peru;28,6237;5,8707;3,0208;0,9967;;43087,9;7,1378;;Vaughn, Kevin;20536,3;24,8737;;;;;0,3445;pottery;609,47;17898,9;23,7305;0;1;Autre;Null, ?, n/a;;82,92;1,3447;14,5748;Santa Luisa;4,6364;;294,97;Ica Department;0,7159;0,6386;13,395;3299,6;3,2404;136,39;;;2,4157;67,67;197,65
KJV0952;90038,6;ID = 21-SL-II-32-1-B2.2;13,7941;470,5;10658;61,1954;9,0471;;Peru;17,279;13,6008;4,3219;0,9907;;34059,3;8,7942;;Vaughn, Kevin;40602,6;29,5767;;;;;0,471;pottery;479,01;20482,7;29,0582;0;1;Autre;Null, ?, n/a;;197,73;1,7901;11,9883;Santa Luisa;6,1706;;174,37;Ica Department;0,9073;0,7064;29,432;2984,4;5,3323;98,25;;;2,8408;65,57;223,83
KJV0953;85540,9;ID = 21-SL-II-32-1-B2.1;43,4354;499;21701;50,939;18,0553;;Peru;27,8459;12,6258;2,5333;1,0616;;44202,9;4,4438;;Vaughn, Kevin;38485,2;25,0944;;;;;0,3405;pottery;1258,89;20050,7;22,0075;0;1;Autre;Null, ?, n/a;;93,25;2,6261;16,353;Santa Luisa;5,1837;;252,98;Ica Department;0,5629;0,5734;14,0053;2542;3,5058;107,8;;;2,1067;115,16;114,96
KJV0954;99887,7;ID = 21-SL-II-32-1-B2.15;11,5274;551,2;18183,5;56,6176;13,2649;;Peru;13,7782;4,4627;7,5787;2,0897;;44234,1;5,7569;;Vaughn, Kevin;31544,1;41,591;;;;;0,6652;pottery;569,71;20879,5;49,983;0;1;Autre;Null, ?, n/a;;95,29;1,7607;19,369;Santa Luisa;10,8416;;217,91;Ica Department;0,6194;1,265;21,8303;3868,4;3,7632;141,69;;;4,5922;49,51;188,75
KJV0955;72973,5;ID = 21-SL-II-32-1-B2.24;6,2932;490,2;16759,3;44,5049;12,0714;;Peru;24,169;4,8902;2,8024;0,8314;;37815,1;5,6333;;Vaughn, Kevin;26806,6;22,2589;;;;;0,2754;pottery;476,87;19428,1;17,7099;0;1;Autre;Null, ?, n/a;;84,61;1,0656;12,7934;Santa Luisa;3,9191;;249,57;Ica Department;0,6268;0,4578;12,223;2482,1;2,7606;105,04;;;2,0544;55,47;135,37
KJV0956;104902,6;ID = 21-SL-II-32-1-B2.7;20,3347;579,7;12074,7;77,4504;14,981;;Peru;18,3989;12,0516;6,8966;1,8411;;51652,9;7,944;;Vaughn, Kevin;29477,7;50,2806;;;;;0,5383;pottery;599,58;13872,5;50,512;0;1;Autre;Null, ?, n/a;;158,51;5,5876;18,2118;Santa Luisa;10,3411;;220,35;Ica Department;0,8425;1,2541;34,8497;4316,5;3,8837;152,89;;;3,6576;57,28;219,23
KJV0957;97208,5;ID = 21-SL-II-32-1-B2.110;11,3391;558,1;11557,5;56,438;11,0171;;Peru;14,0823;12,4277;4,5836;1,2267;;42950,2;6,7969;;Vaughn, Kevin;35153,8;31,7232;;;;;0,3852;pottery;470,11;13491;33,2446;0;1;Autre;Null, ?, n/a;;130,25;1,7281;17,5808;Santa Luisa;7,051;;181,31;Ica Department;0,6403;0,7177;20,1193;3859;3,3168;125,68;;;2,7005;58,54;162,52
KJV0958;88395,7;ID = 21-SL-II-32-1-B2.156/169;8,3595;476,1;14604,4;49,1713;12,1775;;Peru;22,4552;8,6405;3,8917;0,9655;;32901,9;4,538;;Vaughn, Kevin;29672;22,5918;;;;;0,3661;pottery;916,29;17750,7;25,6351;0;1;Autre;Null, ?, n/a;;100,92;1,5836;15,2448;Santa Luisa;4,8135;;233,96;Ica Department;0,6862;0,5918;14,479;2937,8;3,6848;123,16;;;2,4378;85,67;157,56
KJV0959;80450,9;ID = 21-SL-II-32-1-B2.1a (potter's plate);7,3512;398,9;18775,1;42,4105;8,9627;;Peru;25,1037;5,1868;2,5659;0,8388;;33710,9;6,2854;;Vaughn, Kevin;24794,8;21,9264;;;;;0,3316;pottery;535,08;19980,5;19,363;0;1;Autre;Null, ?, n/a;;88,62;1,297;12,7302;Santa Luisa;3,8799;;264,77;Ica Department;0,721;0,4909;12,5432;2945,8;2,7184;139,56;;;2,168;53,96;149,91
KJV0960;80262,7;ID = 24-SL-II-32-2-C.2;7,9962;473,8;22787,6;48,3771;14,9252;;Peru;25,1044;6,079;3,4297;1,0082;;42263,1;4,7365;;Vaughn, Kevin;22939,8;22,5469;;;;;0,3009;pottery;699,45;19625,1;20,4498;0;1;Autre;Null, ?, n/a;;77,75;1,1838;13,9045;Santa Luisa;4,5162;;359,88;Ica Department;0,5744;0,605;11,5405;3508,2;2,7047;115,05;;;2,3218;79,14;120,41
KJV0961;85916,9;ID = 24-SL-II-32-2-C.24/19;9,2866;449,4;21706,1;59,8351;17,2735;;Peru;30,5653;7,4147;4,0819;1,0373;;45199;5,62;;Vaughn, Kevin;20394,6;26,649;;;;;0,3735;pottery;739,84;15939,8;28,394;0;1;Autre;Null, ?, n/a;;88,25;1,3892;16,8985;Santa Luisa;5,2607;;375,16;Ica Department;0,6877;0,6842;16,7295;3930,2;3,4024;95,18;;;2,9035;86,9;156,54
KJV0962;90653,9;ID = 26-SL-II-32-2-D.6;10,574;456,3;17420,8;47,5271;11,588;;Peru;26,5786;8,1043;2,5715;0,9357;;37902,7;4,8172;;Vaughn, Kevin;27895,2;24,1909;;;;;0,3693;pottery;780,31;21199,8;19,8665;0;1;Autre;Null, ?, n/a;;107,17;1,5097;15,0403;Santa Luisa;4,7407;;213,88;Ica Department;0,6822;0,59;12,6385;3336,8;5,533;106,59;;;2,2628;94,68;144,65
KJV0963;74952,6;ID = 26-SL-II-32-2-D.8;9,1212;496,1;28030,4;43,936;8,4942;;Peru;17,6274;5,1426;2,7307;0,8307;;35400,1;4,348;;Vaughn, Kevin;24018,7;22,0701;;;;;0,3172;pottery;536,05;19324;19,4596;0;1;Autre;Null, ?, n/a;;88,13;1,4558;11,4944;Santa Luisa;4,0522;;308,89;Ica Department;0,6459;0,5031;12,5941;2728,7;3,1224;116,33;;;2,4024;74,81;123,47
KJV0964;87452,4;ID = 31-SL-II-59-1-C.2;11,1502;536,5;20781,8;55,9383;12,6906;;Peru;27,3751;8,1455;3,3142;0,9508;;45456,1;5,6149;;Vaughn, Kevin;21842,4;27,5121;;;;;0,3806;pottery;615,45;16834,2;22,8124;0;1;Autre;Null, ?, n/a;;104,52;1,5617;15,4202;Santa Luisa;4,8256;;302,46;Ica Department;0,7461;0,558;16,0939;2745,2;3,585;124,79;;;2,3624;88,15;140,31
KJV0965;87658,3;ID = 31-SL-II-59-1-C.1;7,6168;387,3;25826,6;52,4667;10,2555;;Peru;20,704;8,988;3,3549;0,8842;;32958,6;5,8433;;Vaughn, Kevin;19447,5;26,1156;;;;;0,3394;pottery;750,45;18829,1;22,506;0;1;Autre;Null, ?, n/a;;121,85;1,2249;13,7915;Santa Luisa;4,6761;;295,6;Ica Department;0,7226;0,5123;16,4645;2339,2;4,0189;106,46;;;2,2444;83,43;151,64
KJV0966;82624,1;ID = 32-SL-II-59-1-B.1;37,5434;497,4;35803,3;65,4953;16,7154;;Peru;24,2622;19,0935;3,5317;1,2303;;57591,5;6,2454;;Vaughn, Kevin;20425,9;33,5113;;;;;0,3295;pottery;769,63;18227,6;30,9822;0;1;Autre;Null, ?, n/a;;101,01;2,9622;15,9207;Santa Luisa;5,9901;;416,32;Ica Department;0,8037;0,6778;11,9053;4960,2;2,9644;190,37;;;2,2195;96,23;170,76
KJV0967;81871,2;ID = 36-SL-II-89-1-A3.1;5,7416;496,8;22615,5;55,4559;13,9714;;Peru;32,2952;10,3326;3,8176;1,0331;;42299,1;4,9525;;Vaughn, Kevin;21292,9;26,1142;;;;;0,3318;pottery;567,23;15470,7;25,1804;0;1;Autre;Null, ?, n/a;;111,98;1,2326;14,0902;Santa Luisa;4,8898;;340,5;Ica Department;0,7549;0,6728;11,5302;4548,3;2,2565;84,9;;;2,4028;91,98;104,66
KJV0968;84124,7;ID = 36-SL-II-89-1-A3.2;7,1811;399;21387,5;61,641;22,083;;Peru;31,7269;8,297;3,4539;1,0816;;47506,5;5,6209;;Vaughn, Kevin;15536,1;29,382;;;;;0,3578;pottery;877,31;15194,2;22,7869;0;1;Autre;Null, ?, n/a;;92,5;1,4229;17,1123;Santa Luisa;5,3775;;324,78;Ica Department;0,7725;0,5901;16,694;3876;3,5517;102,39;;;2,7751;89,59;141,2
KJV0970;96517,7;ID = 39-SL-II-96-1-B.5;10,2565;550,8;15366;57,0667;15,6466;;Peru;9,2365;7,035;4,0091;1,1901;;53637,8;5,2816;;Vaughn, Kevin;22236,5;28,5096;;;;;0,3604;pottery;979,38;11884,4;26,2044;0;1;Autre;Null, ?, n/a;;130,08;2,4927;15,6087;Santa Luisa;5,538;;231,62;Ica Department;0,6745;0,6887;18,6239;4175,8;2,7424;167,2;;;3,1112;112,29;128,31
KJV0971;82256,6;ID = 39-SL-II-96-1-B.4;5,7184;544,3;24129,7;52,2686;11,971;;Peru;22,0282;5,673;3,518;1,0087;;37582,5;5,0381;;Vaughn, Kevin;16896,4;25,2579;;;;;0,3165;pottery;610,14;20838,8;21,9925;0;1;Autre;Null, ?, n/a;;89,65;1,1269;12,4062;Santa Luisa;4,5372;;360,99;Ica Department;0,606;0,5626;12,0162;2587,3;2,2096;100,23;;;2,2762;62,88;120,84
KJV0972;107125,3;ID = 39-SL-II-96-1-B.1;16,4476;795,5;20367,8;60,2819;14,5636;;Peru;10,8004;6,0481;3,1795;1,2584;;43522,7;6,2311;;Vaughn, Kevin;24170;32,0657;;;;;0,3233;pottery;1088,31;18059,3;30,5314;0;1;Autre;Null, ?, n/a;;95,97;0,9474;10,3886;Santa Luisa;5,2021;;504,3;Ica Department;0,8613;0,6118;10,9456;4997,1;2,8286;108,88;;;2,3871;93,54;174,14
KJV0974;85986,9;ID = 40-SL-III-32-1-A.12/14;11,5151;556,3;24501,5;54,0128;15,0272;;Peru;30,8078;9,8733;3,3285;0,9879;;46782,1;5,3696;;Vaughn, Kevin;21559,2;27,615;;;;;0,323;pottery;901,23;16498,3;22,9041;0;1;Autre;Null, ?, n/a;;106,26;1,3957;16,3581;Santa Luisa;4,8795;;335,8;Ica Department;0,7167;0,6686;15,1645;3364;3,2413;114,75;;;2,6613;88,28;139,2
KJV0975;101394,4;ID = 40-SL-III-32-1-A.7/16;18,151;696,7;21830,7;80,6163;15,6831;;Peru;22,8963;13,3394;6,3102;1,6884;;48977;6,5974;;Vaughn, Kevin;28855,8;41,3768;;;;;0,4949;pottery;706,79;13898,1;35,6002;0;1;Autre;Null, ?, n/a;;140,03;2,2918;21,5792;Santa Luisa;8,268;;300,21;Ica Department;0,699;1,0353;25,4293;4984,7;3,6901;122,14;;;3,5257;70,72;174
KJV0976;98576;ID = 40-SL-III-32-1-A.17;15,8064;613;19477,3;58,6981;15,9231;;Peru;15,3525;8,811;5,9527;1,4628;;48894,9;9,0075;;Vaughn, Kevin;28280,2;38,1931;;;;;0,415;pottery;679,4;15119,2;34,0973;0;1;Autre;Null, ?, n/a;;113,49;1,6858;17,5228;Santa Luisa;7,3836;;307,1;Ica Department;0,6987;0,916;21,8534;5212,7;3,171;164,52;;;2,9774;59,61;246,62
KJV0977;105057,2;ID = 40-SL-III-32-1-A.21;16,6155;563,1;16842,9;76,5008;15,7939;;Peru;22,3755;14,4365;6,441;1,7113;;50201,4;5,6666;;Vaughn, Kevin;26957,2;41,5167;;;;;0,5486;pottery;752,33;14271,6;37,383;0;1;Autre;Null, ?, n/a;;145,88;2,3391;23,0668;Santa Luisa;8,4752;;205,29;Ica Department;0,7244;1,129;25,4002;5413,1;2,7449;154,47;;;3,474;74,74;145,67
KJV0978;93029,1;ID = 40-SL-III-32-1-A.3;13,021;582,7;21607,2;59,2477;14,323;;Peru;18,5161;8,8894;5,582;1,3474;;49644,5;8,1732;;Vaughn, Kevin;30016,2;32,4946;;;;;0,4647;pottery;582,4;17797,3;36,0186;0;1;Autre;Null, ?, n/a;;118,93;1,7242;17,0595;Santa Luisa;7,1488;;267,95;Ica Department;0,6952;0,8789;21,1667;4563,9;3,2923;157,24;;;3,1393;58,94;216,32
KJV0979;93667,9;ID = 40-SL-III-32-1-A.2;12,9943;660,3;18869,2;60,4992;14,8891;;Peru;18,9412;8,8574;5,7087;1,3499;;49305,4;8,667;;Vaughn, Kevin;33611,8;31,9002;;;;;0,4482;pottery;586,71;17136,9;31,7666;0;1;Autre;Null, ?, n/a;;122,73;1,7457;17,0057;Santa Luisa;7,1698;;231,18;Ica Department;0,6906;1,012;23,2995;3840,8;3,7174;157,83;;;3,0301;61,68;230,42
KJV0935;83881,3;ID = 18-SL-I-20-1-B.12;6,2386;517,5;22732,6;47,6908;10,1764;;Peru;23,2207;5,4758;3,6589;1,0177;;33327,6;4,5321;;Vaughn, Kevin;23183,1;22,5123;;;;;0,34;pottery;468,95;20599,6;20,725;22,04;1;Autre;Null, ?, n/a;;81,73;1,2441;12,5516;Santa Luisa;4,3676;;292,24;Ica Department;0,6167;0,5389;12,3469;2757,1;2,7651;114,96;;;2,2685;60,31;112,27
KJV0969;90289,2;ID = 36-SL-II-89-1-A3.3;10,6127;734;21123;57,9536;13,7041;;Peru;17,5918;6,0244;4,5655;1,2512;;43229,1;8,2875;;Vaughn, Kevin;26895,2;30,1326;;;;;0,4134;pottery;585,28;17314,9;25,0079;28,63;1;Autre;Null, ?, n/a;;127,03;1,8303;14,3938;Santa Luisa;6,1044;;314,02;Ica Department;0,7284;0,8867;19,8018;3948,4;3,5597;148,52;;;2,6237;50,83;202,79
KJV0933;83500,5;ID = 18-SL-I-20-1-B.26;8,5088;501;29781,3;50,6663;13,8396;;Peru;29,4691;7,0356;3,6581;0,9968;;38543;4,7869;;Vaughn, Kevin;19839,7;24,6776;;;;;0,3534;pottery;899,12;19059,9;22,9145;32,42;1;Autre;Null, ?, n/a;;88;1,2047;14,7982;Santa Luisa;4,8755;;441,07;Ica Department;0,6448;0,5171;14,8769;4212,6;2,898;116,15;;;2,142;75,68;138,8
