Anid;Al;Alternate ID;As;Ba;Ca;Ce;Co;Context;Country;Cr;Cs;Dy;Eu;Exterior Decoration;Fe;Hf;Interior Decoration;Investigator;K;La;Latitude (copie);Latitude;Longitude (copie);Longitude;Lu;Material;Mn;Na;Nd;Ni;Nombre d'enregistrements;Period category;Period (groupe) null or not;Period;Rb;Sb;Sc;Site Name;Sm;Source/Excavator/Museum;Sr;State/Province;Ta;Tb;Th;Ti;U;V;Vessel Form;Ware;Yb;Zn;Zr
LGD001;93967,76563;;40,98297;612,53027;12863,5625;103,55278;28,14506;;Peru;76,46515;11,56752;7,36059;1,94077;;61255,28516;6,69203;;Burger, Richard;22413,125;50,10713;-13,1633;-13.1633;-72,5456;-72.5456;0,53216;pottery;1051,87939;12482,31738;45,41647;72,30531;1;Autre;Null, ?, n/a;;139,51582;1,54098;17,62241;Machu Picchu, Cave;9,69903;Doyon, Leon;124,8848;Cuzco Department;1,69819;1,79981;17,38239;8389,38086;3,68916;131,68657;bottle;;3,65811;127,72469;213,8876
LGD002;116552,26563;;10,98282;1019,36224;13841,52539;56,49266;10,77836;;Peru;17,39297;3,1691;3,67417;1,41591;;46764,00781;5,0274;;Burger, Richard;25755,8418;27,86683;-13,1633;-13.1633;-72,5456;-72.5456;0,34546;pottery;939,17621;16230,22949;24,9736;0;1;Autre;Null, ?, n/a;;105,2149;1,35456;9,70581;Machu Picchu, Cave;5,23791;Doyon, Leon;444,13446;Cuzco Department;0,95498;0,71398;8,50704;3291,6604;2,09256;96,67437;jar;;2,24933;81,43422;156,45589
LGD003;85954,29688;;14,38938;723,35852;4377;72,42235;8,59488;;Peru;27,98817;9,97703;4,5113;0,99569;;35815,48047;4,69317;;Burger, Richard;55407,29688;38,39291;-13,1633;-13.1633;-72,5456;-72.5456;0,3564;pottery;348,34689;3667,99854;28,75966;0;1;Autre;Null, ?, n/a;;226,81165;4,50402;9,054;Machu Picchu, Cave;5,47292;Doyon, Leon;92,93449;Cuzco Department;1,44149;0,78923;13,85785;3524,5437;3,32223;81,89991;plate;;2,46605;70,55677;140,16945
LGD004;109709,35156;;9,85188;552,61023;15309,58203;146,93637;22,35713;;Peru;30,15324;9,53466;4,26681;2,00381;;32673,2207;6,96987;;Burger, Richard;13891,95996;52,05032;-13,1633;-13.1633;-72,5456;-72.5456;0,27075;pottery;479,97421;16778,72656;62,06453;63,8314;1;Autre;Null, ?, n/a;;98,72429;0,68198;7,05461;Machu Picchu, Cave;8,82495;Doyon, Leon;584,29053;Cuzco Department;1,15499;0,82281;13,53804;5100,54199;3,35973;82,71318;aryballo;;1,56134;66,01546;213,65359
LGD005;117288,48438;;21,59288;1014,73474;11586,22754;80,548;16,53269;;Peru;90,25816;17,56713;5,08118;1,39396;;50437,8125;4,91099;;Burger, Richard;35682,9375;38,47349;-13,1633;-13.1633;-72,5456;-72.5456;0,48475;pottery;912,61285;8554,875;31,1502;0;1;Autre;Null, ?, n/a;;211,94238;1,0912;21,01771;Machu Picchu, Cave;6,7263;Doyon, Leon;290,84641;Cuzco Department;1,37539;0,88649;16,3085;5128,28174;3,2906;129,19522;plate;;2,50693;110,51169;110,72469
LGD006;95197,82031;;28,67912;678,70917;16698,73438;65,76147;19,04202;;Peru;31,78612;28,2557;5,07892;1,49674;two-handled;51242,27344;5,94877;;Burger, Richard;24767,91211;31,99016;-12,2567;-12.2567;-76,9003;-76.9003;0,4162;pottery;610,34125;14932,31055;26,62179;0;1;Autre;Null, ?, n/a;;127,08511;5,01641;15,3574;Pachacamac;6,52514;Doyon, Leon;245,29738;Lima;0,82709;0,8649;11,31773;5617,11914;3,18059;195,81195;olla;;2,41302;135,63676;155,85495
LGD007;89363,55469;;18,8233;547,89355;19049,49609;48,76163;13,82223;;Peru;24,08764;23,47298;3,12362;1,01214;;40673,39844;5,28514;;Burger, Richard;33921,98828;22,37136;-12,2567;-12.2567;-76,9003;-76.9003;0,29435;pottery;476,07666;19804,25781;18,23577;0;1;Autre;Null, ?, n/a;;102,68346;3,9809;13,4516;Pachacamac;4,58635;Doyon, Leon;348,27072;Lima;0,69502;0,56349;10,68828;4121,33008;3,08057;128,21381;plate;;2,33159;127,85279;156,60095
LGD008;82800,17969;;23,39439;647,06299;29451,39258;60,51241;15,23949;;Peru;25,40255;13,90912;3,79352;1,23013;two-handled;50078,53125;6,42949;;Burger, Richard;21124,99414;28,48642;-12,2567;-12.2567;-76,9003;-76.9003;0,33348;pottery;877,03552;18458,83203;29,65787;0;1;Autre;Null, ?, n/a;;86,24425;2,97016;16,68699;Pachacamac;5,44518;Doyon, Leon;367,21472;Lima;0,67192;0,73229;17,26095;4996,11279;3,11762;159,74083;olla;;2,24914;87,12637;167,27014
LGD009;87219,00781;;20,48713;558,30444;33021,625;60,65569;14,9595;;Peru;30,59538;14,67581;4,14893;1,21966;;54375,16406;9,19475;;Burger, Richard;23971,66406;30,1077;-12,2567;-12.2567;-76,9003;-76.9003;0,39295;pottery;1087,11047;18949,58594;28,80438;0;1;Autre;Null, ?, n/a;;92,49353;2,98299;16,20809;Pachacamac;5,48956;Doyon, Leon;374,73181;Lima;0,87629;0,74791;10,29551;6496,96143;3,11198;172,36433;jar;;2,61528;110,17694;236,25101
LGD010;84438,99219;;7,82852;493,54749;24121,1875;63,99429;11,2861;;Peru;26,86607;6,97687;4,23777;1,18382;;38383,95313;6,05624;;Burger, Richard;18850,23047;31,29412;-12,2567;-12.2567;-76,9003;-76.9003;0,37051;pottery;875,22424;16283,93848;28,27116;0;1;Autre;Null, ?, n/a;;87,1162;1,65815;15,13495;Pachacamac;5,5469;Doyon, Leon;308,99182;Lima;0,82878;0,76396;11,70267;4468,67627;2,91191;129,866;bottle;;2,83513;66,98141;166,98022
LGD011;85430,28125;;19,54366;585,64056;31213,76953;67,1633;13,09714;;Peru;26,89706;13,75671;3,21155;1,1934;;46328,03125;7,86235;;Burger, Richard;21888,28711;33,5335;-12,2567;-12.2567;-76,9003;-76.9003;0,34593;pottery;798,71338;20152,00781;26,6554;0;1;Autre;Null, ?, n/a;;90,38857;3,11732;15,67616;Pachacamac;5,56032;Doyon, Leon;323,54205;Lima;0,65322;0,76003;10,47125;5155,05762;3,17815;163,78252;aryballo;;2,47744;90,98242;233,55354
LGD012;87438,91406;;26,0118;591,39075;29883,40625;49,92585;14,57717;;Peru;21,14369;12,3589;3,4074;1,16221;;47368,72266;4,61251;;Burger, Richard;26042,75977;24,5908;-12,2567;-12.2567;-76,9003;-76.9003;0,31344;pottery;961,61859;19804,47461;22,43175;0;1;Autre;Null, ?, n/a;;85,43804;2,75938;16,56494;Pachacamac;5,02022;Doyon, Leon;292,93048;Lima;0,53924;0,70243;8,9065;4701,35498;2,25084;135,12782;plate;;2,12874;83,94389;132,608
LGD059;97319,85156;;16,43978;1033,22644;20537,12695;130,8851;15,93818;;Peru;77,28607;16,02765;5,37326;2,46573;;41323,57422;6,52306;;Burger, Richard;35741,71875;64,60819;-13,1633;-13.1633;-72,5456;-72.5456;0,37165;pottery;843,58179;11587,88965;58,91374;72,76115;1;Autre;Null, ?, n/a;;131,43158;1,10273;16,33439;Machu Picchu, Round House;10,53542;Doyon, Leon;792,18518;Cuzco Department;1,25765;1,13043;18,16723;5978,73633;3,59084;151,94284;plate;;2,5043;182,74556;202,68074
LGD062;97905,28125;;4,54748;1295,77148;16939;120,627;11,9209;;Peru;73,51469;4,04732;4,2177;2,09997;;37125,59375;6,63014;;Burger, Richard;28012,68555;64,0434;-13,1633;-13.1633;-72,5456;-72.5456;0,26224;pottery;562,40765;16112,4043;51,84769;0;1;Autre;Null, ?, n/a;;102,45756;0,51421;13,17246;Machu Picchu, Round House;8,52594;Doyon, Leon;846,55621;Cuzco Department;1,16185;0,81189;13,62211;5161,06592;2,4755;105,82661;aryballo;;1,88126;111,38033;248,77649
LGD063;97454,83594;;2,61353;1316,52954;15061;120,7342;12,46183;;Peru;74,86226;4,1125;4,1606;2,06261;;38098,14453;7,06608;;Burger, Richard;28026,31445;62,77725;-13,1633;-13.1633;-72,5456;-72.5456;0,30071;pottery;560,64874;15997,33105;52,05075;0;1;Autre;Null, ?, n/a;;97,82655;0,55214;13,4619;Machu Picchu, Round House;8,63942;Doyon, Leon;851,2099;Cuzco Department;1,09345;0,91287;13,92108;4222,5293;2,98433;117,0336;aryballo;;1,94164;99,15581;196,10309
LGD064;88900,96094;;9,89884;2639,92944;35207,11719;279,88083;18,41513;;Peru;52,59322;6,40214;5,62667;3,88797;;46425,4375;5,85488;;Burger, Richard;32786,10156;147,30832;-13,1633;-13.1633;-72,5456;-72.5456;0,29131;pottery;686,02307;14455,00879;110,84279;0;1;Autre;Null, ?, n/a;;115,58137;0,73574;15,79864;Machu Picchu, Round House;16,42134;Doyon, Leon;2492,35205;Cuzco Department;0,8579;1,17153;22,48828;4793,01953;3,52376;149,0988;plate;;2,50611;112,21391;247,98099
LGD065;93134,03125;;18,72741;1096,88171;23006,81836;150,15002;19,54347;;Peru;102,49355;27,22671;6,32461;2,62087;;46039,19922;7,37422;;Burger, Richard;40332,27344;73,28243;-13,1633;-13.1633;-72,5456;-72.5456;0,41943;pottery;779,37463;11039,01953;67,21514;48,12925;1;Autre;Null, ?, n/a;;147,16978;1,11645;17,22178;Machu Picchu, Round House;11,45854;Doyon, Leon;943,80084;Cuzco Department;1,40369;1,14608;20,2954;6347,92578;3,33578;130,63553;plate;;2,75509;223,8904;206,46649
LGD067;90217,95313;;6,60564;1523,86609;24472,57031;138,03333;13,40869;;Peru;53,90529;6,42966;4,00033;2,25019;two-handled;40538,13281;5,23269;;Burger, Richard;28464,25781;69,5321;-13,1633;-13.1633;-72,5456;-72.5456;0,30716;pottery;720,21735;11939,67188;57,54208;0;1;Autre;Null, ?, n/a;;123,35944;0,6542;14,78561;Machu Picchu, Round House;9,42266;Doyon, Leon;1037,98389;Cuzco Department;0,86307;0,90026;16,37151;4183,33691;2,44035;126,01014;olla;;2,12829;124,10585;181,99545
LGD068;92320,96875;;10,4614;645,20782;27067,69922;76,80604;14,60883;;Peru;63,53109;19,70079;5,12164;1,38379;;50654,14453;5,59447;;Burger, Richard;27699,22461;36,96558;-13,1633;-13.1633;-72,5456;-72.5456;0,41959;pottery;1016,51135;4005,64038;32,57918;48,03865;1;Autre;Null, ?, n/a;;132,92213;2,65858;14,98759;Machu Picchu, Round House;6,78832;Doyon, Leon;272,60938;Cuzco Department;1,12814;0,94232;12,70616;4533,20605;3,93409;132,35146;aryballo;;2,70957;132,25818;145,64128
LGD070;101428,625;;4,78938;1193,09106;12784;54,53557;12,92599;;Peru;42,93602;4,83839;2,98155;1,36437;;47523,125;4,45949;;Burger, Richard;22458,57422;26,56787;-13,1633;-13.1633;-72,5456;-72.5456;0,24028;pottery;651,20691;30885,46289;26,27423;0;1;Autre;Null, ?, n/a;;74,62903;0,40969;13,62122;Machu Picchu, Round House;4,92792;Doyon, Leon;526,37238;Cuzco Department;0,60072;0,64419;7,71567;3816,34277;2,10663;126,81364;plate;;1,69661;75,3316;124,58941
LGD071;89113,46094;;4,00113;1135,80225;17998,47656;173,93587;24,58673;;Peru;92,217;4,43502;4,95395;2,3521;;55907,27344;6,81264;;Burger, Richard;33801,375;93,29774;-13,1633;-13.1633;-72,5456;-72.5456;0,34386;pottery;715,94727;12813,06543;72,47761;59,57607;1;Autre;Null, ?, n/a;;83,42438;0,48408;15,7178;Machu Picchu, Round House;9,92593;Doyon, Leon;995,25415;Cuzco Department;1,41534;1,02843;11,70841;8704,16895;2,5629;144,18835;plate;;2,48253;129,53467;211,35934
LGD073;88742,6875;;10,72079;657,99652;5712;61,36831;7,92946;;Peru;18,95365;9,28365;3,63245;1,08698;;39888,22266;5,23764;;Burger, Richard;43717,70313;32,51601;-13,1633;-13.1633;-72,5456;-72.5456;0,37856;pottery;500,65103;5686,15625;26,9797;0;1;Autre;Null, ?, n/a;;219,97197;5,40383;8,59158;Machu Picchu, Round House;5,21145;Doyon, Leon;264,21857;Cuzco Department;1,33475;0,78115;12,50731;3430,25928;3,39636;73,82136;aryballo;;2,4463;67,79379;130,86697
LGD074;90249,96094;;11,31678;776,33313;6522;62,95471;9,61375;;Peru;25,47033;8,9424;3,65681;1,1335;;40626,04297;5,46635;;Burger, Richard;33557,10156;31,73297;-13,1633;-13.1633;-72,5456;-72.5456;0,33545;pottery;680,57269;7048,04443;26,19942;47,67786;1;Autre;Null, ?, n/a;;183,50874;3,80814;9,45497;Machu Picchu, Round House;5,02984;Doyon, Leon;303,90121;Cuzco Department;1,24365;0,66393;11,68403;3792,24585;2,44309;79,76325;cooking pot;;2,24018;85,00867;160,82458
LGD214;90876,32813;;3,38589;2397,70435;30803,04688;291,90158;22,88123;;Peru;205,56575;5,35239;5,70561;3,69693;;51171,55078;6,82632;;Burger, Richard;31334,59375;152,99725;-13,1633;-13.1633;-72,5456;-72.5456;0,34704;pottery;690,01434;13663,49609;118,82151;118,51249;1;Autre;Null, ?, n/a;;108,28218;0,67373;16,5263;Machu Picchu, 44a;16,24581;Doyon, Leon;2040,23669;Cuzco Department;1,32126;1,32035;22,15398;6201,75781;2,72653;124,83263;aryballo;;2,46256;130,01772;268,24481
LGD215;94342,66406;;7,50821;1013,68896;15445,05566;127,3195;15,81933;;Peru;85,23228;4,12509;5,53185;2,04802;;46090,58203;7,42073;;Burger, Richard;32173,95117;69,5297;-13,1633;-13.1633;-72,5456;-72.5456;0,43181;pottery;634,71417;10491,35254;54,11991;0;1;Autre;Null, ?, n/a;;108,67989;0,94798;16,6025;Machu Picchu, 44a;9,17467;Doyon, Leon;565,31915;Cuzco Department;1,46869;1,11176;15,05104;5549,31982;3,63106;81,7195;plate;;3,09512;88,33241;233,54277
LGD217;111420,82031;;8,63656;868,88361;7227;136,53175;17,01969;;Peru;19,51479;4,52722;6,81977;2,25565;;61858,35938;8,72301;;Burger, Richard;15834,11914;44,51902;-13,1633;-13.1633;-72,5456;-72.5456;0,4487;pottery;597,09595;5586,12646;43,6862;0;1;Autre;Null, ?, n/a;;88,37672;0,33885;16,7583;Machu Picchu, 44a;9,15616;Doyon, Leon;99,97072;Cuzco Department;2,68804;1,25696;11,85751;10325,4248;3,69141;165,62306;cooking pot;;3,13769;85,6952;266,91397
LGD218;99344,05469;;8,92946;742,24438;16943,3125;66,2468;17,60608;;Peru;34,20546;8,92942;4,52362;1,53836;two-handled;54031,23438;4,23914;;Burger, Richard;29396,33203;32,27018;-13,1633;-13.1633;-72,5456;-72.5456;0,37651;pottery;651,26056;17723,86523;31,06369;0;1;Autre;Null, ?, n/a;;106,93729;0,62885;15,59666;Machu Picchu, 44a;5,75049;Doyon, Leon;560,40051;Cuzco Department;0,94823;0,76304;8,98514;4754,11475;2,96978;124,31867;olla;;2,89731;107,8482;108,48188
LGD221;87604,91406;;5,62474;823,42261;29208,16406;131,03349;15,66806;;Peru;53,2832;6,85951;4,3155;1,94215;;44483,44531;5,99888;;Burger, Richard;28398,14258;67,15414;-13,1633;-13.1633;-72,5456;-72.5456;0,35489;pottery;741,43579;14523,57422;52,83005;0;1;Autre;Null, ?, n/a;;102,35815;0,94278;14,01619;Machu Picchu, 44a;8,25544;Doyon, Leon;847,58588;Cuzco Department;1,11722;0,87474;12,90059;5465,87207;4,23716;119,44962;plate;;2,36453;94,92364;181,87997
LGD223;93484,39844;;5,23795;1155,23889;18295;113,13781;18,15395;;Peru;42,68689;29,1343;7,02648;2,14597;;40782,375;11,13675;;Burger, Richard;30532,88477;56,17444;-13,1633;-13.1633;-72,5456;-72.5456;0,59339;pottery;549,82336;15085,41602;49,35714;0;1;Autre;Null, ?, n/a;;133,05603;2,45421;15,39997;Machu Picchu, 44a;9,76005;Doyon, Leon;593,71533;Cuzco Department;1,81267;1,33728;13,04901;5938,83398;6,64721;99,48061;plate;;3,72011;89,98735;386,13635
LGD226;94632,41406;;12,74209;580,2934;11061,38574;59,32282;15,31447;;Peru;35,40303;12,65546;3,49575;1,2194;;42309,18359;4,83146;;Burger, Richard;31811,79492;32,17638;-13,1633;-13.1633;-72,5456;-72.5456;0,3174;pottery;666,98846;14982,21777;28,26309;0;1;Autre;Null, ?, n/a;;123,15603;1,0184;13,3639;Machu Picchu, 44a;5,1697;Doyon, Leon;329,37439;Cuzco Department;0,75325;0,57366;9,90033;4626,71484;2,08497;113,26869;plate;;1,99228;119,22457;105,01374
LGD231;96026,67188;;17,11526;1010,65637;9587,29785;112,13743;20,96454;;Peru;78,50186;18,12741;5,32239;1,85385;;51765,63672;6,82325;;Burger, Richard;30236,04297;52,65932;-13,1633;-13.1633;-72,5456;-72.5456;0,43706;pottery;963,57123;6511,84961;49,00873;0;1;Autre;Null, ?, n/a;;163,71954;1,08606;17,17318;Machu Picchu, 44a;8,6077;Doyon, Leon;410,26266;Cuzco Department;1,31995;0,9629;17,90624;6051,7876;3,38567;106,1285;plate;;2,98566;143,8373;175,12546
LGD234;84657,22656;;6,16574;3010,68579;39842,32813;461,44202;19,87902;;Peru;104,39088;7,80219;5,18464;4,55646;;43106,74219;6,84702;;Burger, Richard;31444,70703;258,31396;-13,1633;-13.1633;-72,5456;-72.5456;0,27731;pottery;782,02069;15953,32227;170,10175;95,89901;1;Autre;Null, ?, n/a;;107,83454;0,64361;12,43863;Machu Picchu, 44a;19,86599;Doyon, Leon;3335,69873;Cuzco Department;1,34746;1,29555;19,0216;4182,0791;4,60096;97,52806;aryballo;;2,19202;117,26203;292,96463
LGD235;109805,63281;;10,21313;856,29327;10460,2793;124,09795;13,3582;;Peru;48,30823;6,10488;4,20564;1,71881;open mouth;49379;6,75784;;Burger, Richard;18777,74414;59,7671;-13,1633;-13.1633;-72,5456;-72.5456;0,36084;pottery;536,39917;10814,44141;44,65029;0;1;Autre;Null, ?, n/a;;110,62577;0,69631;13,37838;Machu Picchu, 44a;7,51286;Doyon, Leon;423,44995;Cuzco Department;1,31564;0,81964;13,74008;6113,73145;3,91681;115,37658;aryballo;;2,33656;112,33868;178,36989
LGD249;91253,5;;3,71547;2668,19653;32193,5;448,02344;18,7058;;Peru;93,87472;5,67771;5,09441;4,40077;;44711,4375;6,88078;;Burger, Richard;30440,59961;244,02676;-13,1633;-13.1633;-72,5456;-72.5456;0,31887;pottery;631,51038;15509,03223;158,88864;81,44727;1;Autre;Null, ?, n/a;;118,44936;0,57122;13,16075;Machu Picchu, 45a;18,96563;Doyon, Leon;3059,32349;Cuzco Department;1,41086;1,24175;19,3448;5690,73535;4,30786;107,46927;plate;;2,16532;141,99919;266,28928
LGD251;91900,92969;;17,14591;749,82471;13795,9;108,32003;24,25614;;Peru;95,63371;27,01859;5,98063;1,96651;;55053,32422;6,74821;;Burger, Richard;31692,56445;52,56946;-13,1633;-13.1633;-72,5456;-72.5456;0,42004;pottery;827,98767;8900,60449;47,24181;40,96084;1;Autre;Null, ?, n/a;;141,19043;1,64267;16,69887;Machu Picchu, 45a;8,68902;Doyon, Leon;371,73584;Cuzco Department;1,37804;1,05347;15,48573;7110,57715;3,02559;122,84016;plate;;2,65259;154,67311;206,7312
LGD253;88664,92969;;5,14605;1821,64197;37366,8;249,15434;16,60468;;Peru;57,8889;6,45215;4,18855;2,91054;two-handled;42308,16406;6,08043;;Burger, Richard;29895,4375;143,88045;-13,1633;-13.1633;-72,5456;-72.5456;0,28131;pottery;893,00745;16869,96484;101,30005;44,07709;1;Autre;Null, ?, n/a;;108,20719;1,03169;12,54852;Machu Picchu, 45a;13,05198;Doyon, Leon;1693,02771;Cuzco Department;1,08771;1,07915;14,22886;5319,24072;2,4749;119,79382;olla;;2,19869;109,8004;228,6512
LGD254;97119,29688;;5,31194;1045,74341;22146,5;94,31848;12,81771;;Peru;47,74114;5,98115;4,42578;1,69996;two-handled;40333,91016;5,2715;;Burger, Richard;25736,33594;47,69974;-13,1633;-13.1633;-72,5456;-72.5456;0,35651;pottery;665,06323;12105,82715;40,70403;0;1;Autre;Null, ?, n/a;;115,19711;0,69528;14,34948;Machu Picchu, 44a;7,58622;Doyon, Leon;629,20685;Cuzco Department;0,89419;0,84714;13,71029;4786,33545;3,32948;130,11179;olla;;2,14023;112,27949;145,58118
LGD255;96272,39844;;9,66301;920,44049;27304,7;102,43948;14,88482;;Peru;47,1027;7,24548;4,21691;1,86869;;43743,57813;5,06535;;Burger, Richard;27438,96875;53,04559;-13,1633;-13.1633;-72,5456;-72.5456;0,34376;pottery;782,20886;12726,5625;47,84751;50,02219;1;Autre;Null, ?, n/a;;119,00912;0,81387;15,5288;Machu Picchu, 44a;7,93367;Doyon, Leon;692,42114;Cuzco Department;0,82268;0,90751;13,82565;4644,20703;3,06936;114,66;plate;;2,27901;124,64169;154,44652
LGD595;88554,60156;;4,09996;429,67902;32311,2;60,63245;45,67523;;Peru;181,42004;5,31721;5,0593;1,92329;;83008,14063;5,18787;;Burger, Richard;28029,45117;31,13018;-13,1633;-13.1633;-72,5456;-72.5456;0,27752;pottery;1055,20703;3487,9873;31,12193;104,88366;1;Autre;Null, ?, n/a;;71,33092;0,31584;20,20495;Machu Picchu, 5a;6,47292;Doyon, Leon;364,8544;Cuzco Department;2,04552;0,86125;4,94567;13320,1123;1,2303;204,00356;cooking pot;;1,83076;109,47538;161,76831
LGD695;97405,92969;;10,10654;1225,37231;23335,2;96,12219;14,28899;;Peru;41,77414;10,44316;4,71288;1,81352;;41489,60547;5,15019;;Burger, Richard;32825,80078;50,1496;-13,1633;-13.1633;-72,5456;-72.5456;0,29915;pottery;1043,5282;13202,50977;45,35762;0;1;Autre;Null, ?, n/a;;127,37399;0,92864;14,38187;Machu Picchu, 9a;8,13484;Doyon, Leon;653,45648;Cuzco Department;0,76294;0,83552;14,87623;4502,82666;3,34797;126,17693;jar;;2,28846;128,37918;188,0786
LGD715;88418,63281;;4,55756;2945,81299;22877,5;441,2276;16,70351;;Peru;75,91779;5,68923;5,40052;4,43424;;45342,04297;7,17846;;Burger, Richard;32695,54688;247,45398;-13,1633;-13.1633;-72,5456;-72.5456;0,28627;pottery;447,77554;16880,73242;162,18019;81,90246;1;Autre;Null, ?, n/a;;123,58013;0,41795;13,01518;Machu Picchu, 62a;19,65807;Doyon, Leon;2679,58374;Cuzco Department;1,45878;1,31569;19,00474;5466,646;3,15996;118,88507;aryballo;;2,38904;119,27576;275,86096
LGD717;114842,92969;;8,53792;832,1709;9438,9;69,12144;10,25677;;Peru;44,20266;5,67496;5,79649;2,01826;;51524,92578;6,0312;;Burger, Richard;22672,38867;41,64722;-13,1633;-13.1633;-72,5456;-72.5456;0,4513;pottery;346,70773;10507,17188;40,20316;0;1;Autre;Null, ?, n/a;;89,2325;1,14044;14,71777;Machu Picchu, 62a;8,2515;Doyon, Leon;377,94739;Cuzco Department;1,16014;1,07384;10,95104;5487,69336;2,14205;107,13074;cooking pot;;3,5464;96,63319;180,53343
LGD720;95793,03125;;2,56196;972,4422;24326,8;60,14095;20,24557;;Peru;47,50803;6,05161;4,03805;1,63808;;53060,50391;3,93248;;Burger, Richard;18058,90234;31,46461;-13,1633;-13.1633;-72,5456;-72.5456;0,2767;pottery;851,5304;20453,76953;29,65335;0;1;Autre;Null, ?, n/a;;87,73842;0,57152;16,78465;Machu Picchu, 62a;5,68576;Doyon, Leon;501,29724;Cuzco Department;0,60182;0,79526;7,27352;4705,65674;2,05049;159,86107;aryballo;;1,77918;137,64619;163,47993
LGD726;92308,57031;;3,10357;643,64441;26985,8;62,61217;41,27171;;Peru;157,217;4,85354;4,51755;1,9863;;79602,01563;5,34536;;Burger, Richard;31310,45117;32,24457;-13,1633;-13.1633;-72,5456;-72.5456;0,30805;pottery;870,51971;5198,2998;31,3596;132,35245;1;Autre;Null, ?, n/a;;98,53467;0,43788;19,80321;Machu Picchu, 62a;6,40785;Doyon, Leon;265,95004;Cuzco Department;2,00601;0,88236;5,86212;11852,16406;2,07165;217,50658;cooking pot;;1,99299;117,55349;80,66383
LGD771;129403,91406;;7,48781;641,96887;14776,4;41,4347;13,84763;;Peru;15,68203;4,43489;4,24947;1,81756;;55976,86328;3,48604;;Burger, Richard;17918,41797;22,68785;-13,1633;-13.1633;-72,5456;-72.5456;0,30931;pottery;973,21777;19645,32227;21,7958;0;1;Autre;Null, ?, n/a;;65,62246;0,45093;17,81546;Machu Picchu, 102a;5,25665;Doyon, Leon;424,87274;Cuzco Department;0,56412;0,77262;5,18711;6735,78467;1,16624;175,79597;cooking pot;;2,22009;99,97492;108,85233
LGD781;97341,1875;;4,97342;799,4491;29100,3;55,87211;41,42979;;Peru;162,50781;4,64514;4,13176;1,7875;;79362,72656;4,90227;;Burger, Richard;22353,84766;26,37157;-13,1633;-13.1633;-72,5456;-72.5456;0,31225;pottery;1493,23315;5100,229;26,80526;110,07016;1;Autre;Null, ?, n/a;;62,16745;0,31984;19,26812;Machu Picchu, 102a;5,74599;Doyon, Leon;297,18433;Cuzco Department;1,73353;0,74546;4,35371;11540,84766;1,98445;220,36105;cooking pot;;1,67889;102,1488;138,11241
LGD836;91849,17188;;10,97248;2753,82861;23738,6;412,52853;20,05564;;Peru;94,72371;19,2907;5,91406;4,24263;;46434,20703;7,08561;;Burger, Richard;32046,53516;230,71664;-13,1633;-13.1633;-72,5456;-72.5456;0,34535;pottery;817,87891;17883,41602;154,74048;81,88448;1;Autre;Null, ?, n/a;;125,21488;2,68419;13,792;Machu Picchu, 107a;18,78465;Doyon, Leon;2751,97461;Cuzco Department;1,53136;1,3033;20,09233;4904,15918;4,51324;111,51376;jar;;2,18446;100,21494;264,57043
LGD839;95636,96875;;3,79034;569,43024;26936,9;67,654;16,31651;;Peru;37,36345;6,33712;4,37812;1,61745;two-handled;49036,79297;4,53916;;Burger, Richard;22240,37695;32,41107;-13,1633;-13.1633;-72,5456;-72.5456;0,4117;pottery;955,59534;18048,89844;33,04481;0;1;Autre;Null, ?, n/a;;90,53636;0,80101;17,49435;Machu Picchu, 107a;6,35394;Doyon, Leon;452,74719;Cuzco Department;0,79047;0,80985;9,4547;4819,21387;1,89812;146,77785;olla;;2,61688;86,87189;128,54501
LGD843;94171,03906;;2,2375;1708,35107;30495,8;199,96947;17,79646;;Peru;72,41923;5,59817;5,07367;2,64164;two-handled;44830,49219;5,85617;;Burger, Richard;33230,01563;112,42388;-13,1633;-13.1633;-72,5456;-72.5456;0,35924;pottery;620,49567;15728,27246;86,03929;54,7066;1;Autre;Null, ?, n/a;;112,60426;0,63165;14,55895;Machu Picchu, 107a;11,61386;Doyon, Leon;1449,40308;Cuzco Department;1,17638;1,06365;14,41624;6522,75635;2,90763;128,06364;olla;;2,38349;125,42062;256,63016
LGD892;160209,65625;;3,68575;630,69348;1602,5;152,61221;1,60027;;Peru;135,40981;21,05493;9,14842;2,57257;;9019,56738;5,0496;;Burger, Richard;29889,33594;75,71276;-13,1633;-13.1633;-72,5456;-72.5456;0,64036;pottery;35,27783;3745,80347;69,64332;0;1;Autre;Null, ?, n/a;;185,3602;0,99613;23,59919;Machu Picchu;12,9543;Doyon, Leon;155,7157;Cuzco Department;1,84183;1,68662;25,28317;7424,72363;4,8993;172,11223;cooking pot;;4,7008;20,72917;215,1862
LGD900;101829,71875;;4,71011;1563,92114;16957,75586;147,66795;8,53408;;Peru;91,32664;3,62054;4,17621;2,56729;;31126,38672;7,03182;;Burger, Richard;30234,23828;75,61564;-13,1633;-13.1633;-72,5456;-72.5456;0,24438;pottery;419,31146;18709,66992;63,63216;0;1;Autre;Null, ?, n/a;;105,98837;0,37428;13,17647;Machu Picchu;10,4543;Doyon, Leon;1326,14209;Cuzco Department;1,27505;0,93983;14,65938;4540,19189;3,6645;107,89543;aryballo;;2,23082;97,95764;243,39812
